customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
CUST106262,33.0,Self-Employed,8.4,51024.0,669.0,12.9,25460.0,5092.0,0.0,1.0,1.0,Credit Card,Education,55100.0,18.87,0.1,1.08,0.36,1.0
CUST106263,38.0,Employed,10.9,42387.0,721.0,18.1,101.0,4716.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,25200.0,10.43,111.0,595.0,198.0,1.0
CUST106264,27.0,Employed,2.7,44326.0,520.0,5.6,138.0,19470.0,0.0,1.0,1.0,Line of Credit,Education,34100.0,13.11,439.0,769.0,256.0,0.0
CUST106265,36.0,Self-Employed,3.5,47441.0,622.0,16.0,800.0,9546.0,0.0,1.0,0.0,Credit Card,Education,600.0,20.3,201.0,13.0,4.0,1.0
CUST106266,35.0,Employed,4.1,39441.0,603.0,5.2,2195.0,18670.0,0.0,0.0,0.0,Line of Credit,Education,6300.0,12.41,473.0,0.16,53.0,0.0
CUST106267,46.0,Employed,11.3,23565.0,638.0,5.9,3388.0,3426.0,0.0,0.0,0.0,Line of Credit,Business,11600.0,12.75,145.0,492.0,164.0,0.0
CUST106268,46.0,Employed,13.6,41640.0,660.0,9.4,1008.0,4564.0,0.0,1.0,0.0,Line of Credit,Home Improvement,28200.0,10.97,0.11,677.0,226.0,1.0
CUST106269,40.0,Employed,7.0,32120.0,712.0,11.8,1955.0,3484.0,0.0,0.0,0.0,Personal Loan,Education,46000.0,11.03,108.0,1432.0,477.0,1.0
CUST106270,30.0,Employed,4.5,33867.0,553.0,6.7,609.0,13680.0,0.0,0.0,0.0,Credit Card,Medical,20800.0,21.29,404.0,614.0,205.0,0.0
CUST106271,43.0,Employed,22.8,108501.0,647.0,9.6,3062.0,43389.0,0.0,4.0,0.0,Credit Card,Debt Consolidation,70000.0,19.37,0.4,645.0,215.0,0.0
CUST106272,33.0,Employed,2.9,58764.0,751.0,9.9,1225.0,17121.0,0.0,0.0,0.0,Credit Card,Business,45400.0,15.77,291.0,773.0,258.0,1.0
CUST106273,22.0,Self-Employed,1.0,33070.0,584.0,3.6,326.0,12074.0,0.0,2.0,0.0,Credit Card,Personal,9000.0,21.33,365.0,272.0,91.0,0.0
CUST106274,30.0,Employed,8.9,33016.0,597.0,7.3,55.0,6342.0,0.0,3.0,0.0,Credit Card,Business,37600.0,22.94,192.0,1139.0,0.38,0.0
CUST106275,36.0,Employed,6.1,29118.0,702.0,6.0,2439.0,4367.0,0.0,0.0,0.0,Line of Credit,Personal,15100.0,8.2,0.15,519.0,173.0,1.0
CUST106276,45.0,Employed,6.9,74019.0,665.0,6.0,406.0,27813.0,0.0,0.0,0.0,Credit Card,Medical,54200.0,17.5,376.0,732.0,244.0,1.0
CUST106277,32.0,Student,1.9,15397.0,693.0,7.0,221.0,4751.0,0.0,0.0,0.0,Line of Credit,Education,10800.0,9.9,309.0,701.0,234.0,1.0
CUST106278,20.0,Employed,0.7,44057.0,677.0,0.1,12.0,16201.0,0.0,0.0,0.0,Credit Card,Education,40200.0,17.18,368.0,912.0,304.0,1.0
CUST106279,35.0,Student,0.8,56440.0,652.0,7.0,585.0,10946.0,0.0,1.0,0.0,Credit Card,Education,5600.0,18.84,194.0,99.0,33.0,1.0
CUST106280,36.0,Employed,11.0,32704.0,583.0,8.3,2765.0,17139.0,0.0,0.0,1.0,Credit Card,Home Improvement,34000.0,21.36,524.0,1.04,347.0,0.0
CUST106281,37.0,Self-Employed,6.5,34678.0,646.0,6.5,95.0,8177.0,0.0,0.0,0.0,Credit Card,Personal,27700.0,19.32,236.0,799.0,266.0,1.0
CUST106282,46.0,Employed,23.1,65218.0,690.0,20.8,24014.0,18096.0,0.0,0.0,1.0,Credit Card,Home Improvement,6700.0,17.51,277.0,103.0,34.0,1.0
CUST106283,47.0,Student,0.9,15014.0,680.0,9.4,1088.0,4721.0,0.0,1.0,0.0,Credit Card,Business,1500.0,18.57,314.0,0.1,33.0,1.0
CUST106284,27.0,Self-Employed,2.5,32152.0,547.0,6.3,202.0,5854.0,0.0,2.0,1.0,Credit Card,Personal,23900.0,21.07,182.0,743.0,248.0,0.0
CUST106285,27.0,Employed,5.2,39458.0,468.0,5.2,1301.0,10374.0,0.0,2.0,1.0,Line of Credit,Personal,23600.0,13.25,263.0,598.0,199.0,0.0
CUST106286,22.0,Employed,3.7,15336.0,594.0,2.6,125.0,2784.0,0.0,0.0,0.0,Line of Credit,Medical,13500.0,13.53,182.0,0.88,293.0,0.0
CUST106287,43.0,Employed,13.4,34050.0,642.0,0.2,203.0,2989.0,0.0,2.0,0.0,Personal Loan,Debt Consolidation,66000.0,14.7,88.0,1938.0,646.0,0.0
CUST106288,52.0,Employed,10.5,58494.0,691.0,25.7,3898.0,26965.0,0.0,0.0,0.0,Personal Loan,Education,55400.0,12.57,461.0,947.0,316.0,1.0
CUST106289,31.0,Employed,4.4,19682.0,619.0,7.4,238.0,8266.0,0.0,3.0,0.0,Line of Credit,Home Improvement,14600.0,12.66,0.42,742.0,247.0,0.0
CUST106290,32.0,Employed,2.8,97790.0,640.0,0.0,0.0,33573.0,0.0,1.0,0.0,Personal Loan,Education,46000.0,14.24,343.0,0.47,157.0,1.0
CUST106291,52.0,Self-Employed,19.2,27973.0,688.0,9.7,88.0,17714.0,0.0,0.0,0.0,Personal Loan,Medical,42000.0,12.32,633.0,1501.0,0.5,0.0
CUST106292,41.0,Employed,0.7,71187.0,628.0,8.7,721.0,8106.0,0.0,0.0,0.0,Personal Loan,Business,100000.0,14.62,114.0,1405.0,468.0,0.0
CUST106293,40.0,Employed,15.1,47030.0,596.0,12.1,194.0,20153.0,1.0,0.0,1.0,Credit Card,Education,46300.0,22.78,429.0,984.0,328.0,0.0
CUST106294,20.0,Employed,1.8,21944.0,663.0,0.1,4.0,8363.0,0.0,0.0,0.0,Credit Card,Personal,26400.0,18.11,381.0,1203.0,401.0,0.0
CUST106295,43.0,Employed,16.3,75534.0,608.0,11.0,5375.0,14092.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,95800.0,13.01,187.0,1268.0,423.0,0.0
CUST106296,23.0,Employed,4.2,58419.0,509.0,3.6,18.0,16372.0,0.0,0.0,0.0,Personal Loan,Education,12600.0,16.13,0.28,216.0,72.0,0.0
CUST106297,21.0,Employed,0.3,54731.0,628.0,1.0,137.0,3156.0,0.0,0.0,0.0,Line of Credit,Education,33100.0,12.75,58.0,605.0,202.0,0.0
CUST106298,30.0,Self-Employed,6.1,154429.0,541.0,10.8,1354.0,13594.0,0.0,0.0,0.0,Line of Credit,Personal,36200.0,14.82,88.0,234.0,78.0,1.0
CUST106299,27.0,Employed,6.8,79150.0,636.0,1.0,153.0,30658.0,0.0,2.0,0.0,Personal Loan,Education,45300.0,13.28,387.0,572.0,191.0,0.0
CUST106300,32.0,Employed,4.8,15000.0,601.0,6.4,1100.0,1346.0,1.0,2.0,0.0,Line of Credit,Medical,10000.0,11.77,0.09,667.0,222.0,0.0
CUST106301,18.0,Employed,0.0,53253.0,459.0,0.1,4.0,10951.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,66100.0,21.58,206.0,1241.0,414.0,0.0
CUST106302,46.0,Student,0.9,18100.0,653.0,12.4,75.0,5044.0,1.0,1.0,0.0,Personal Loan,Education,7200.0,12.75,279.0,398.0,133.0,0.0
CUST106303,48.0,Employed,21.6,79472.0,655.0,0.5,82.0,9655.0,0.0,0.0,0.0,Credit Card,Home Improvement,15400.0,17.99,121.0,194.0,65.0,1.0
CUST106304,18.0,Employed,0.0,24062.0,739.0,0.3,4.0,7848.0,0.0,2.0,0.0,Credit Card,Business,19400.0,16.19,326.0,806.0,269.0,0.0
CUST106305,46.0,Employed,8.4,45703.0,582.0,4.7,318.0,4150.0,0.0,1.0,0.0,Personal Loan,Personal,20500.0,16.08,91.0,449.0,0.15,1.0
CUST106306,25.0,Employed,0.2,47139.0,592.0,4.8,1919.0,4111.0,0.0,0.0,1.0,Credit Card,Education,22900.0,21.02,87.0,486.0,162.0,0.0
CUST106307,45.0,Employed,21.0,56353.0,622.0,20.8,1995.0,18497.0,0.0,0.0,0.0,Personal Loan,Personal,7700.0,13.32,328.0,137.0,46.0,1.0
CUST106308,34.0,Employed,4.7,28255.0,684.0,16.0,798.0,11863.0,0.0,0.0,0.0,Credit Card,Personal,14100.0,18.62,0.42,499.0,166.0,1.0
CUST106309,35.0,Student,1.2,37937.0,643.0,0.2,85.0,5953.0,0.0,0.0,0.0,Credit Card,Education,3800.0,19.51,157.0,0.1,33.0,1.0
CUST106310,32.0,Employed,8.8,40409.0,661.0,9.1,2705.0,6080.0,1.0,2.0,0.0,Credit Card,Business,4000.0,18.51,0.15,99.0,33.0,0.0
CUST106311,49.0,Employed,27.4,55602.0,641.0,28.8,3060.0,23095.0,0.0,0.0,0.0,Line of Credit,Education,50000.0,12.02,415.0,899.0,0.3,1.0
CUST106312,20.0,Employed,0.1,47908.0,687.0,0.3,1.0,18311.0,0.0,0.0,0.0,Personal Loan,Personal,17000.0,11.23,382.0,355.0,118.0,1.0
CUST106313,42.0,Employed,12.8,43394.0,648.0,21.9,7262.0,8726.0,0.0,1.0,0.0,Line of Credit,Business,24800.0,11.05,201.0,572.0,191.0,1.0
CUST106314,48.0,Employed,19.0,36814.0,663.0,6.6,443.0,13072.0,0.0,0.0,0.0,Personal Loan,Business,29900.0,12.28,355.0,812.0,271.0,1.0
CUST106315,43.0,Employed,15.3,26231.0,691.0,12.8,290.0,4777.0,0.0,1.0,1.0,Credit Card,Education,14900.0,18.81,182.0,568.0,189.0,1.0
CUST106316,62.0,Employed,30.3,109934.0,636.0,18.3,145578.0,65438.0,0.0,0.0,0.0,Line of Credit,Personal,41000.0,12.35,595.0,373.0,124.0,0.0
CUST106317,28.0,Employed,0.6,22300.0,660.0,6.9,1262.0,10439.0,0.0,0.0,0.0,Credit Card,Education,1500.0,17.23,468.0,67.0,22.0,1.0
CUST106318,46.0,Employed,6.4,167417.0,672.0,19.2,6447.0,73761.0,0.0,0.0,0.0,Credit Card,Personal,16700.0,18.45,441.0,0.1,33.0,1.0
CUST106319,33.0,Employed,9.6,81458.0,566.0,6.0,249.0,13397.0,0.0,1.0,0.0,Line of Credit,Medical,50000.0,14.42,164.0,614.0,205.0,0.0
CUST106320,49.0,Employed,10.5,79271.0,745.0,23.0,23614.0,29807.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,17200.0,10.3,376.0,217.0,72.0,1.0
CUST106321,34.0,Employed,4.2,15951.0,527.0,9.6,11770.0,1892.0,0.0,2.0,0.0,Line of Credit,Medical,5000.0,13.46,119.0,313.0,104.0,0.0
CUST106322,30.0,Self-Employed,3.6,64275.0,591.0,0.1,8.0,18628.0,0.0,2.0,0.0,Credit Card,Home Improvement,70000.0,21.27,0.29,1089.0,363.0,0.0
CUST106323,50.0,Employed,27.7,51603.0,699.0,18.2,456.0,7607.0,0.0,0.0,0.0,Credit Card,Personal,14600.0,18.06,147.0,283.0,94.0,1.0
CUST106324,29.0,Employed,2.3,19222.0,634.0,7.5,851.0,5346.0,0.0,0.0,0.0,Credit Card,Home Improvement,22200.0,20.81,278.0,1155.0,385.0,1.0
CUST106325,18.0,Employed,0.0,32310.0,557.0,0.8,48.0,5734.0,0.0,1.0,0.0,Credit Card,Debt Consolidation,3400.0,21.08,177.0,105.0,35.0,0.0
CUST106326,28.0,Employed,3.6,27570.0,671.0,2.5,546.0,6462.0,0.0,1.0,0.0,Credit Card,Medical,11100.0,17.59,234.0,403.0,134.0,1.0
CUST106327,42.0,Employed,16.1,128456.0,702.0,11.0,3085.0,49493.0,0.0,0.0,0.0,Line of Credit,Education,41800.0,7.56,385.0,325.0,108.0,1.0
CUST106328,51.0,Self-Employed,5.0,43495.0,632.0,0.6,17.0,15221.0,0.0,3.0,0.0,Line of Credit,Personal,14000.0,11.41,0.35,322.0,107.0,0.0
CUST106329,36.0,Student,0.3,49427.0,642.0,8.5,41.0,23759.0,0.0,0.0,0.0,Personal Loan,Business,31000.0,13.66,481.0,627.0,209.0,0.0
CUST106330,50.0,Student,0.3,15000.0,651.0,21.9,9621.0,6793.0,0.0,1.0,0.0,Personal Loan,Medical,3200.0,11.0,453.0,213.0,71.0,1.0
CUST106331,18.0,Employed,0.0,16535.0,632.0,1.7,73.0,2113.0,0.0,1.0,0.0,Credit Card,Business,11400.0,20.64,128.0,689.0,0.23,0.0
CUST106332,29.0,Employed,7.7,61839.0,650.0,4.7,239.0,28456.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,6900.0,17.45,0.46,112.0,37.0,0.0
CUST106333,31.0,Employed,11.5,62660.0,669.0,7.2,311.0,28424.0,0.0,0.0,0.0,Personal Loan,Business,100000.0,12.35,454.0,1596.0,532.0,0.0
CUST106334,33.0,Self-Employed,7.2,54210.0,651.0,3.2,688.0,12260.0,0.0,1.0,0.0,Credit Card,Business,56900.0,18.46,226.0,1.05,0.35,0.0
CUST106335,36.0,Employed,11.6,38480.0,640.0,9.9,274.0,16123.0,0.0,0.0,0.0,Credit Card,Business,35500.0,20.69,419.0,923.0,308.0,1.0
CUST106336,43.0,Employed,13.2,35990.0,743.0,4.9,256.0,5862.0,1.0,3.0,0.0,Line of Credit,Home Improvement,26000.0,7.67,163.0,722.0,241.0,0.0
CUST106337,29.0,Employed,0.6,28244.0,626.0,10.0,426.0,5262.0,0.0,0.0,0.0,Line of Credit,Education,12300.0,11.92,186.0,435.0,145.0,1.0
CUST106338,36.0,Employed,0.6,72768.0,514.0,1.8,33.0,23505.0,0.0,0.0,1.0,Credit Card,Medical,70000.0,21.62,323.0,962.0,321.0,0.0
CUST106339,34.0,Employed,7.9,76466.0,639.0,1.8,163.0,18649.0,0.0,0.0,1.0,Line of Credit,Education,27100.0,12.24,244.0,354.0,118.0,1.0
CUST106340,23.0,Employed,2.5,55906.0,659.0,2.0,2106.0,27740.0,0.0,0.0,0.0,Line of Credit,Debt Consolidation,28300.0,10.31,496.0,506.0,169.0,0.0
CUST106341,33.0,Employed,3.4,64111.0,758.0,2.5,2330.0,9936.0,0.0,0.0,1.0,Line of Credit,Medical,13700.0,7.58,155.0,214.0,71.0,1.0
CUST106342,33.0,Employed,8.8,61953.0,634.0,5.9,45.0,18397.0,0.0,1.0,0.0,Credit Card,Education,59600.0,20.73,297.0,962.0,321.0,1.0
CUST106343,33.0,Employed,13.5,57487.0,644.0,1.8,80.0,25912.0,0.0,1.0,0.0,Credit Card,Home Improvement,3600.0,19.48,451.0,63.0,21.0,0.0
CUST106344,35.0,Employed,13.3,17963.0,658.0,13.4,351.0,6735.0,0.0,0.0,0.0,Line of Credit,Medical,5100.0,9.84,375.0,284.0,95.0,1.0
CUST106345,35.0,Self-Employed,7.8,31814.0,510.0,1.9,44.0,8431.0,0.0,1.0,0.0,Credit Card,Education,12600.0,21.59,265.0,396.0,132.0,0.0
CUST106346,29.0,Self-Employed,2.6,40198.0,624.0,10.9,2704.0,6058.0,0.0,2.0,0.0,Credit Card,Medical,3700.0,20.95,151.0,92.0,31.0,1.0
CUST106347,50.0,Self-Employed,7.5,37041.0,655.0,21.9,8274.0,9977.0,0.0,0.0,0.0,Personal Loan,Education,58300.0,11.43,269.0,1574.0,525.0,1.0
CUST106348,20.0,Employed,1.7,104737.0,686.0,1.7,6151.0,14589.0,0.0,1.0,1.0,Credit Card,Medical,70000.0,18.09,139.0,668.0,223.0,1.0
CUST106349,26.0,Employed,2.9,120273.0,556.0,2.9,285.0,7594.0,0.0,2.0,0.0,Line of Credit,Home Improvement,17800.0,14.98,63.0,148.0,49.0,0.0
CUST106350,68.0,Employed,24.6,64679.0,753.0,16.2,557.0,10605.0,0.0,1.0,0.0,Personal Loan,Medical,51500.0,8.12,164.0,796.0,265.0,1.0
CUST106351,22.0,Employed,3.5,15000.0,634.0,2.8,40.0,6288.0,0.0,2.0,0.0,Credit Card,Medical,13100.0,20.34,419.0,873.0,291.0,0.0
CUST106352,18.0,Employed,0.0,15000.0,572.0,1.5,7.0,2592.0,0.0,0.0,0.0,Personal Loan,Medical,11900.0,15.1,173.0,793.0,264.0,0.0
CUST106353,43.0,Employed,17.6,68439.0,648.0,17.5,4088.0,10924.0,0.0,2.0,0.0,Line of Credit,Home Improvement,36000.0,11.84,0.16,526.0,175.0,1.0
CUST106354,18.0,Employed,0.0,37834.0,625.0,1.0,188.0,12259.0,0.0,1.0,0.0,Line of Credit,Personal,31000.0,12.37,324.0,819.0,273.0,0.0
CUST106355,32.0,Employed,2.1,55617.0,680.0,13.7,804.0,24548.0,0.0,1.0,0.0,Credit Card,Education,56900.0,18.55,441.0,1023.0,341.0,1.0
CUST106356,60.0,Employed,3.1,82873.0,779.0,1.3,118.0,30346.0,0.0,0.0,0.0,Personal Loan,Education,81900.0,9.44,366.0,988.0,329.0,1.0
CUST106357,18.0,Student,1.6,17118.0,732.0,1.9,312.0,8125.0,0.0,0.0,0.0,Personal Loan,Home Improvement,17400.0,9.94,475.0,1016.0,339.0,0.0
CUST106358,18.0,Self-Employed,1.0,92729.0,570.0,1.2,589.0,2915.0,0.0,0.0,0.0,Personal Loan,Education,100000.0,15.04,31.0,1078.0,359.0,0.0
CUST106359,18.0,Employed,0.0,55986.0,627.0,0.2,246.0,33195.0,0.0,2.0,0.0,Credit Card,Debt Consolidation,62200.0,19.87,593.0,1111.0,0.37,0.0
CUST106360,45.0,Employed,13.2,17564.0,570.0,0.2,5.0,7838.0,0.0,1.0,0.0,Credit Card,Personal,10900.0,22.21,446.0,621.0,207.0,0.0
CUST106361,48.0,Employed,22.1,28937.0,698.0,19.0,653.0,7126.0,0.0,1.0,0.0,Line of Credit,Personal,14300.0,9.79,246.0,494.0,165.0,1.0
CUST106362,28.0,Employed,1.9,27809.0,563.0,7.4,429.0,5001.0,0.0,0.0,1.0,Credit Card,Education,27900.0,21.37,0.18,1003.0,334.0,0.0
CUST106363,43.0,Employed,0.4,85371.0,636.0,8.3,981.0,23722.0,0.0,1.0,0.0,Credit Card,Medical,21100.0,19.0,278.0,247.0,82.0,1.0
CUST106364,51.0,Self-Employed,24.9,32834.0,643.0,29.6,4118.0,6043.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,43400.0,13.11,184.0,1322.0,441.0,0.0
CUST106365,56.0,Self-Employed,20.0,111740.0,735.0,17.2,3159.0,31656.0,0.0,0.0,0.0,Personal Loan,Personal,35100.0,9.51,283.0,314.0,105.0,1.0
CUST106366,32.0,Employed,9.5,48175.0,683.0,2.3,620.0,3618.0,0.0,0.0,0.0,Personal Loan,Business,79400.0,12.2,75.0,1648.0,549.0,0.0
CUST106367,18.0,Employed,0.0,16904.0,615.0,0.0,0.0,7212.0,0.0,2.0,0.0,Line of Credit,Personal,6100.0,11.29,427.0,361.0,0.12,0.0
CUST106368,25.0,Student,1.1,24746.0,444.0,1.9,272.0,4315.0,0.0,2.0,0.0,Credit Card,Education,2500.0,21.5,174.0,101.0,34.0,1.0
CUST106369,29.0,Employed,10.7,43917.0,604.0,3.9,1627.0,5684.0,0.0,0.0,0.0,Credit Card,Personal,24600.0,20.06,129.0,0.56,187.0,1.0
CUST106370,31.0,Student,1.3,26267.0,516.0,9.3,237.0,9475.0,0.0,0.0,0.0,Line of Credit,Personal,21100.0,14.98,361.0,803.0,268.0,0.0
CUST106371,32.0,Employed,2.0,62005.0,687.0,13.4,18954.0,39425.0,0.0,0.0,0.0,Personal Loan,Personal,100000.0,12.78,636.0,1613.0,538.0,0.0
CUST106372,48.0,Employed,8.0,70455.0,660.0,21.5,393.0,23758.0,0.0,0.0,0.0,Credit Card,Home Improvement,20600.0,18.11,337.0,292.0,97.0,1.0
CUST106373,50.0,Employed,8.9,16817.0,634.0,5.3,635.0,4795.0,0.0,1.0,0.0,Personal Loan,Education,17900.0,13.2,285.0,1064.0,355.0,1.0
CUST106374,32.0,Student,0.4,31738.0,641.0,12.8,2397.0,8116.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,3200.0,19.18,256.0,101.0,34.0,1.0
CUST106375,48.0,Employed,25.9,43252.0,612.0,20.7,13496.0,15167.0,0.0,0.0,0.0,Personal Loan,Business,84800.0,14.6,351.0,1961.0,654.0,1.0
CUST106376,39.0,Student,1.0,24015.0,670.0,2.0,411.0,12045.0,0.0,0.0,0.0,Credit Card,Medical,2400.0,18.87,502.0,0.1,33.0,0.0
CUST106377,35.0,Employed,8.1,50361.0,658.0,4.4,337.0,34007.0,0.0,0.0,0.0,Credit Card,Medical,29200.0,18.48,675.0,0.58,193.0,0.0
CUST106378,45.0,Employed,26.6,33066.0,701.0,24.3,1207.0,21158.0,0.0,2.0,0.0,Line of Credit,Home Improvement,22900.0,9.24,0.64,693.0,231.0,0.0
CUST106379,35.0,Employed,0.7,29314.0,794.0,7.2,978.0,328.0,0.0,0.0,0.0,Line of Credit,Home Improvement,16600.0,7.09,11.0,566.0,189.0,1.0
CUST106380,59.0,Employed,18.0,70998.0,738.0,11.6,1688.0,17899.0,0.0,0.0,0.0,Line of Credit,Education,31600.0,8.93,252.0,445.0,148.0,1.0
CUST106381,18.0,Employed,0.0,21647.0,629.0,0.1,19.0,6112.0,0.0,0.0,0.0,Personal Loan,Business,8100.0,13.25,282.0,374.0,125.0,0.0
CUST106382,28.0,Employed,4.3,53369.0,648.0,6.1,378.0,24285.0,0.0,0.0,0.0,Personal Loan,Medical,69400.0,13.85,455.0,1.3,433.0,0.0
CUST106383,33.0,Employed,2.4,87932.0,667.0,5.6,870.0,6965.0,0.0,1.0,0.0,Personal Loan,Medical,13900.0,12.1,79.0,158.0,53.0,1.0
CUST106384,40.0,Self-Employed,3.4,131805.0,635.0,3.3,377.0,65290.0,0.0,1.0,0.0,Credit Card,Business,70000.0,19.33,495.0,531.0,177.0,0.0
CUST106385,50.0,Self-Employed,8.2,104387.0,706.0,2.2,275.0,29354.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,21100.0,15.59,281.0,202.0,67.0,1.0
CUST106386,34.0,Student,0.2,15000.0,622.0,3.9,135.0,1533.0,0.0,2.0,0.0,Credit Card,Education,1500.0,19.88,102.0,0.1,33.0,1.0
CUST106387,18.0,Employed,0.0,34531.0,741.0,0.3,122.0,2256.0,0.0,0.0,0.0,Credit Card,Education,38800.0,16.09,65.0,1124.0,375.0,0.0
CUST106388,45.0,Employed,3.4,137711.0,708.0,22.3,93.0,15196.0,0.0,0.0,0.0,Personal Loan,Personal,100000.0,11.17,0.11,726.0,242.0,1.0
CUST106389,44.0,Employed,12.1,30993.0,677.0,0.6,14.0,4490.0,0.0,0.0,0.0,Personal Loan,Home Improvement,21500.0,12.52,145.0,694.0,231.0,1.0
CUST106390,18.0,Employed,0.0,15000.0,598.0,1.3,7.0,3395.0,0.0,0.0,1.0,Credit Card,Home Improvement,9400.0,22.51,226.0,627.0,209.0,0.0
CUST106391,34.0,Employed,13.5,52654.0,655.0,3.3,453.0,16012.0,0.0,1.0,0.0,Personal Loan,Business,47300.0,12.43,304.0,898.0,299.0,0.0
CUST106392,18.0,Employed,0.0,97153.0,643.0,1.4,285.0,46154.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,100000.0,13.97,475.0,1029.0,343.0,0.0
CUST106393,27.0,Self-Employed,3.2,32405.0,682.0,6.9,65.0,6131.0,0.0,1.0,0.0,Line of Credit,Home Improvement,15200.0,10.43,189.0,469.0,156.0,1.0
CUST106394,24.0,Self-Employed,1.3,45137.0,608.0,1.2,155.0,21384.0,0.0,1.0,0.0,Personal Loan,Personal,22400.0,14.07,474.0,496.0,165.0,0.0
CUST106395,44.0,Student,1.3,15000.0,683.0,5.4,884.0,4064.0,0.0,0.0,0.0,Credit Card,Personal,1500.0,17.49,271.0,0.1,33.0,1.0
CUST106396,36.0,Employed,10.7,39535.0,734.0,16.7,713.0,14653.0,0.0,1.0,0.0,Personal Loan,Personal,22900.0,11.47,371.0,579.0,193.0,1.0
CUST106397,19.0,Student,1.2,78929.0,619.0,0.4,171.0,37879.0,0.0,1.0,0.0,Credit Card,Home Improvement,7900.0,19.65,0.48,0.1,33.0,0.0
CUST106398,45.0,Employed,9.6,69485.0,716.0,19.8,7878.0,29188.0,0.0,0.0,0.0,Personal Loan,Personal,61200.0,10.01,0.42,881.0,294.0,1.0
CUST106399,18.0,Self-Employed,1.0,31547.0,646.0,0.3,65.0,16155.0,0.0,1.0,0.0,Line of Credit,Education,14200.0,12.85,512.0,0.45,0.15,0.0
CUST106400,38.0,Employed,11.1,47820.0,601.0,14.3,458.0,6706.0,0.0,1.0,0.0,Credit Card,Personal,11000.0,21.0,0.14,0.23,77.0,1.0
CUST106401,25.0,Student,1.2,23682.0,591.0,6.5,134.0,8145.0,0.0,3.0,2.0,Line of Credit,Business,7400.0,14.68,344.0,312.0,104.0,0.0
CUST106402,30.0,Employed,5.2,86720.0,706.0,3.0,10806.0,8678.0,0.0,1.0,0.0,Credit Card,Business,70000.0,16.72,0.1,807.0,269.0,1.0
CUST106403,41.0,Self-Employed,5.2,24203.0,611.0,19.3,2241.0,8480.0,0.0,1.0,0.0,Line of Credit,Debt Consolidation,8500.0,12.74,0.35,351.0,117.0,0.0
CUST106404,41.0,Employed,5.2,41276.0,777.0,19.0,1399.0,16889.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,45800.0,9.62,409.0,1.11,0.37,1.0
CUST106405,51.0,Employed,20.8,40852.0,680.0,4.2,434.0,11144.0,0.0,0.0,0.0,Personal Loan,Personal,50300.0,12.55,273.0,1231.0,0.41,1.0
CUST106406,34.0,Employed,0.2,46887.0,554.0,12.0,603.0,1594.0,0.0,1.0,0.0,Credit Card,Personal,22600.0,21.43,34.0,482.0,161.0,0.0
CUST106407,38.0,Self-Employed,15.0,53781.0,671.0,17.2,109.0,24720.0,1.0,1.0,0.0,Credit Card,Education,53600.0,18.16,0.46,997.0,332.0,0.0
CUST106408,29.0,Employed,4.8,39231.0,773.0,1.6,91.0,6706.0,0.0,0.0,0.0,Personal Loan,Business,29800.0,8.25,171.0,0.76,253.0,1.0
CUST106409,37.0,Employed,16.3,37598.0,605.0,6.3,141.0,9481.0,0.0,1.0,0.0,Credit Card,Medical,39100.0,20.53,252.0,1.04,347.0,1.0
CUST106410,40.0,Employed,9.5,89273.0,710.0,14.3,3582.0,18435.0,0.0,0.0,0.0,Personal Loan,Home Improvement,100000.0,11.01,207.0,1.12,373.0,1.0
CUST106411,33.0,Employed,1.8,37132.0,741.0,10.7,380.0,10948.0,0.0,1.0,0.0,Credit Card,Personal,36900.0,17.39,295.0,994.0,331.0,1.0
CUST106412,18.0,Employed,0.0,26930.0,554.0,1.3,65.0,5842.0,0.0,0.0,0.0,Credit Card,Medical,19700.0,22.7,217.0,732.0,244.0,0.0
CUST106413,38.0,Employed,0.0,45465.0,716.0,10.9,1286.0,13923.0,0.0,0.0,0.0,Line of Credit,Medical,41800.0,8.45,306.0,919.0,306.0,1.0
CUST106414,39.0,Student,0.6,37653.0,617.0,4.5,28.0,14834.0,0.0,0.0,0.0,Line of Credit,Education,24800.0,11.88,394.0,659.0,0.22,0.0
CUST106415,26.0,Student,0.9,15000.0,632.0,4.0,310.0,4045.0,0.0,3.0,0.0,Credit Card,Education,1500.0,20.75,0.27,0.1,33.0,0.0
CUST106416,19.0,Employed,0.0,25274.0,515.0,0.0,0.0,4176.0,0.0,0.0,0.0,Personal Loan,Education,42600.0,15.52,165.0,1686.0,562.0,0.0
CUST106417,52.0,Employed,15.4,20886.0,771.0,20.9,1244.0,7573.0,0.0,0.0,1.0,Credit Card,Home Improvement,23400.0,14.47,363.0,1.12,373.0,1.0
